id,Age
74051,7.562401
74052,7.7698145
74053,10.337076
74054,9.430871
74055,7.45024
74056,12.7242565
74057,11.079748
74058,8.330555
74059,12.952131
74060,9.978833
74061,13.252003
74062,10.048929
74063,4.5238967
74064,12.408662
74065,5.5262475
74066,5.960638
74067,11.049932
74068,12.077852
74069,10.453967
74070,10.311525
74071,16.452194
74072,9.491692
74073,8.922438
74074,9.133773
74075,12.546081
74076,9.604274
74077,12.725453
74078,11.387456
74079,9.54022
74080,10.902116
74081,10.668106
74082,10.611671
74083,10.129569
74084,12.566746
74085,11.30281
74086,7.1107273
74087,9.494736
74088,11.086596
74089,9.138308
74090,9.79153
74091,8.147354
74092,9.581703
74093,10.457965
74094,9.860795
74095,17.843708
74096,11.755564
74097,6.5496655
74098,5.8896885
74099,14.506859
74100,9.984592
74101,10.827772
74102,9.298505
74103,10.559046
74104,10.698566
74105,8.6064825
74106,11.696777
74107,9.878665
74108,5.383053
74109,9.336892
74110,5.8612747
74111,10.828641
74112,6.83978
74113,8.860529
74114,10.52931
74115,9.038379
74116,10.250255
74117,13.012398
74118,10.655138
74119,8.937732
74120,16.29466
74121,10.222584
74122,6.8907166
74123,11.874112
74124,5.344261
74125,7.4064035
74126,7.185234
74127,12.1848955
74128,10.89716
74129,9.46819
74130,10.344508
74131,10.484549
74132,7.471713
74133,10.62855
74134,11.548023
74135,4.666562
74136,6.4566936
74137,5.532019
74138,16.541903
74139,10.741646
74140,14.490145
74141,9.301491
74142,10.959061
74143,15.192602
74144,14.781024
74145,10.876394
74146,8.053427
74147,10.266779
74148,5.944088
74149,10.480386
74150,8.229902
74151,8.606354
74152,13.716889
74153,11.2955885
74154,8.3615055
74155,6.541087
74156,12.127753
74157,11.03936
74158,13.063315
74159,9.767944
74160,13.099931
74161,10.68915
74162,9.360484
74163,10.0599375
74164,9.900034
74165,10.40662
74166,8.951575
74167,10.840437
74168,10.376006
74169,12.040173
74170,10.222051
74171,12.630552
74172,11.865134
74173,8.24945
74174,11.538325
74175,9.545098
74176,10.143377
74177,11.072287
74178,11.765631
74179,13.202366
74180,5.933527
74181,8.8733425
74182,10.700138
74183,7.4103584
74184,11.168249
74185,11.853403
74186,10.388532
74187,9.688164
74188,12.872162
74189,5.928917
74190,9.1647
74191,10.893845
74192,11.833227
74193,9.2804365
74194,4.509059
74195,11.599827
74196,12.3196335
74197,10.254813
74198,7.06425
74199,9.739649
74200,11.014517
74201,9.051673
74202,11.773854
74203,11.086707
74204,10.807717
74205,9.895749
74206,9.36115
74207,8.861902
74208,12.072624
74209,16.132591
74210,10.801986
74211,7.0887976
74212,9.321385
74213,10.737682
74214,12.958728
74215,8.237802
74216,7.686164
74217,15.637712
74218,11.357307
74219,8.27144
74220,15.30695
74221,8.029598
74222,10.33856
74223,9.556853
74224,9.31789
74225,10.378251
74226,9.86852
74227,10.902281
74228,4.569974
74229,12.174821
74230,10.52281
74231,8.013491
74232,10.318769
74233,6.516038
74234,10.779839
74235,11.839171
74236,8.213727
74237,8.945633
74238,10.6175165
74239,6.3740053
74240,7.783492
74241,7.555254
74242,13.243625
74243,10.656164
74244,7.017481
74245,10.808851
74246,9.916482
74247,9.070823
74248,9.06373
74249,14.575169
74250,10.072378
74251,14.451068
74252,8.073623
74253,11.417546
74254,10.874632
74255,10.615673
74256,10.786793
74257,12.393595
74258,4.6236143
74259,11.49201
74260,8.345746
74261,7.7421837
74262,4.8982344
74263,10.828232
74264,10.953616
74265,11.108685
74266,8.685952
74267,11.442269
74268,7.2259874
74269,7.494955
74270,8.479139
74271,11.470017
74272,15.934488
74273,6.8899765
74274,13.676284
74275,8.6352215
74276,7.882432
74277,9.435913
74278,13.268242
74279,11.124593
74280,11.882526
74281,14.524405
74282,12.982682
74283,11.681657
74284,7.897003
74285,7.286912
74286,10.586763
74287,10.745589
74288,11.949867
74289,7.847474
74290,10.647265
74291,11.125565
74292,9.742819
74293,8.023633
74294,10.299623
74295,13.791224
74296,11.434724
74297,10.498289
74298,15.930087
74299,11.372213
74300,9.930608
74301,10.487774
74302,9.968042
74303,10.04859
74304,11.750517
74305,9.767189
74306,8.796317
74307,8.16066
74308,11.025538
74309,9.990221
74310,17.005955
74311,8.7161455
74312,13.435821
74313,11.268464
74314,10.574633
74315,10.061891
74316,9.629579
74317,9.867954
74318,12.205352
74319,12.564891
74320,8.647025
74321,8.837146
74322,12.280124
74323,11.11613
74324,12.6275425
74325,8.9035425
74326,9.025198
74327,10.633381
74328,11.219396
74329,9.367645
74330,8.939523
74331,5.917103
74332,10.668456
74333,14.479109
74334,12.074264
74335,11.258787
74336,8.573825
74337,8.880976
74338,9.841203
74339,9.663204
74340,8.999091
74341,9.00786
74342,8.525615
74343,8.816197
74344,10.670405
74345,10.018782
74346,7.704955
74347,12.469209
74348,10.295072
74349,8.804186
74350,10.682418
74351,12.0561075
74352,13.231417
74353,10.065641
74354,12.60341
74355,7.0999327
74356,6.003475
74357,10.209019
74358,7.0025854
74359,8.917055
74360,8.933356
74361,10.434088
74362,8.467913
74363,9.428639
74364,10.025145
74365,5.715394
74366,5.5755844
74367,7.764802
74368,8.424911
74369,9.132365
74370,11.626279
74371,10.754003
74372,10.388714
74373,10.830103
74374,9.334415
74375,7.274393
74376,11.257414
74377,9.730957
74378,13.898512
74379,11.548408
74380,9.731958
74381,9.306031
74382,11.590067
74383,8.336691
74384,10.475359
74385,9.536875
74386,13.560352
74387,11.244704
74388,7.183407
74389,9.237458
74390,6.4614697
74391,8.249812
74392,9.203834
74393,12.26985
74394,8.072648
74395,9.255947
74396,9.61741
74397,7.4143076
74398,9.615357
74399,11.570196
74400,12.198674
74401,8.991625
74402,8.589305
74403,10.326684
74404,7.198621
74405,16.910494
74406,5.501445
74407,9.378233
74408,10.3806
74409,13.625059
74410,10.627091
74411,10.986635
74412,11.091599
74413,9.893748
74414,11.232094
74415,13.345921
74416,10.720897
74417,16.362162
74418,8.60042
74419,10.52416
74420,10.561718
74421,9.5423355
74422,5.4400887
74423,9.876911
74424,7.782839
74425,7.46852
74426,10.727314
74427,9.634711
74428,9.675323
74429,14.717575
74430,6.083249
74431,5.601244
74432,10.879624
74433,13.861216
74434,11.763742
74435,10.744497
74436,12.176554
74437,10.581139
74438,10.814854
74439,8.333405
74440,11.603321
74441,9.273768
74442,11.585342
74443,6.8182774
74444,9.214842
74445,11.5649185
74446,13.240501
74447,9.538086
74448,4.9039507
74449,7.0723753
74450,10.087978
74451,14.602424
74452,10.595254
74453,7.058776
74454,10.193433
74455,8.738536
74456,10.788807
74457,7.169627
74458,7.792734
74459,10.273578
74460,7.9789352
74461,13.04356
74462,8.650574
74463,10.787943
74464,13.30677
74465,5.527345
74466,11.7654
74467,11.594669
74468,8.732977
74469,9.870927
74470,12.625268
74471,11.921646
74472,12.245403
74473,15.252348
74474,5.5178576
74475,11.147015
74476,10.058842
74477,10.088424
74478,9.232512
74479,15.086755
74480,9.670928
74481,8.45015
74482,9.326153
74483,9.4067135
74484,11.658186
74485,15.11934
74486,6.925001
74487,5.1042356
74488,10.031262
74489,8.488227
74490,7.328104
74491,9.430258
74492,6.751684
74493,9.967459
74494,11.907087
74495,12.898574
74496,5.8252115
74497,9.978613
74498,10.3246
74499,8.282724
74500,10.145103
74501,9.974807
74502,10.96295
74503,9.559742
74504,12.385235
74505,9.496465
74506,10.071263
74507,9.868618
74508,7.039629
74509,14.3913355
74510,11.12159
74511,11.756623
74512,9.910345
74513,11.845382
74514,9.778864
74515,9.477868
74516,6.0058784
74517,8.371322
74518,11.326175
74519,10.035605
74520,6.220155
74521,9.227283
74522,10.3506565
74523,10.133881
74524,9.1373205
74525,7.252515
74526,7.8732443
74527,10.004355
74528,10.309532
74529,9.504191
74530,9.330734
74531,10.617982
74532,9.526299
74533,10.016591
74534,7.7780647
74535,11.956623
74536,5.59976
74537,7.3131
74538,10.743931
74539,9.005549
74540,8.629616
74541,9.996033
74542,10.24391
74543,10.057515
74544,10.457738
74545,10.281377
74546,15.40645
74547,10.859799
74548,14.919881
74549,7.6794186
74550,13.541244
74551,12.198992
74552,9.663515
74553,10.050326
74554,10.137326
74555,11.189405
74556,8.89051
74557,12.009916
74558,10.216403
74559,10.245212
74560,9.637064
74561,11.741797
74562,5.4837666
74563,10.053662
74564,10.414664
74565,9.701042
74566,9.536598
74567,14.674332
74568,5.4542885
74569,15.794244
74570,12.292949
74571,4.4845448
74572,6.516699
74573,14.035851
74574,10.855836
74575,7.2174625
74576,7.930414
74577,8.624992
74578,6.8246527
74579,11.332106
74580,9.884655
74581,10.359049
74582,5.190522
74583,11.079969
74584,11.104494
74585,13.903474
74586,4.494817
74587,6.3398123
74588,9.263143
74589,9.1775055
74590,11.369596
74591,9.869305
74592,11.1077
74593,5.0718775
74594,11.176622
74595,13.574996
74596,11.471548
74597,8.126326
74598,5.769062
74599,9.727218
74600,6.500697
74601,7.3583117
74602,9.77857
74603,5.3091745
74604,12.17217
74605,5.755456
74606,8.223926
74607,11.038389
74608,9.69472
74609,6.6476173
74610,11.619208
74611,8.273954
74612,12.024771
74613,9.758911
74614,9.214714
74615,10.872952
74616,6.724324
74617,10.809506
74618,6.6949787
74619,8.540506
74620,9.081053
74621,5.911873
74622,8.708697
74623,7.520438
74624,9.345005
74625,10.38119
74626,11.416529
74627,9.650641
74628,12.733838
74629,11.495135
74630,13.845696
74631,13.69906
74632,8.243983
74633,15.09945
74634,9.200968
74635,10.496319
74636,13.17353
74637,7.619026
74638,7.0026627
74639,9.638941
74640,7.9692125
74641,7.42064
74642,8.855939
74643,10.998589
74644,10.692198
74645,4.338665
74646,8.735062
74647,10.162648
74648,11.336987
74649,5.733692
74650,13.093985
74651,10.808464
74652,12.213497
74653,5.6387606
74654,12.526254
74655,11.157515
74656,8.890134
74657,8.973225
74658,11.909099
74659,10.098388
74660,9.709844
74661,14.658973
74662,8.127842
74663,11.81569
74664,11.084101
74665,15.410964
74666,10.587952
74667,8.632622
74668,11.915729
74669,10.49139
74670,11.430787
74671,10.126623
74672,10.728508
74673,9.98633
74674,9.136781
74675,12.450652
74676,9.551546
74677,10.289644
74678,10.221034
74679,10.26067
74680,10.535387
74681,9.3332405
74682,9.847721
74683,6.7329874
74684,8.1370535
74685,6.2472124
74686,5.9482203
74687,10.1487465
74688,10.323439
74689,9.240185
74690,9.029128
74691,11.493398
74692,7.4780436
74693,7.845935
74694,10.616039
74695,10.096097
74696,6.074646
74697,9.154596
74698,7.158353
74699,11.720726
74700,8.190877
74701,9.582613
74702,13.208186
74703,6.8227863
74704,10.961309
74705,5.428009
74706,6.384759
74707,5.881919
74708,12.823605
74709,10.0125675
74710,7.4723997
74711,12.284005
