id,Age
74051,7.6618023
74052,7.8960648
74053,10.635872
74054,9.60556
74055,7.3909173
74056,12.52544
74057,11.275976
74058,8.370207
74059,13.049936
74060,10.33843
74061,13.318817
74062,10.301888
74063,4.365497
74064,12.333536
74065,5.4733353
74066,6.0376105
74067,11.218637
74068,12.017111
74069,10.776707
74070,10.498999
74071,16.117989
74072,9.522335
74073,8.923999
74074,9.164415
74075,12.636038
74076,9.840032
74077,12.659477
74078,11.460712
74079,9.415531
74080,11.18037
74081,10.951799
74082,10.714354
74083,10.3771
74084,12.43689
74085,11.168562
74086,7.0550137
74087,9.394697
74088,11.002209
74089,9.145498
74090,9.748085
74091,8.256227
74092,9.697892
74093,10.492844
74094,9.947752
74095,17.12263
74096,11.775318
74097,6.515479
74098,5.963465
74099,14.222534
74100,10.230755
74101,10.968454
74102,9.369154
74103,10.757807
74104,10.828667
74105,8.601584
74106,11.8295555
74107,9.702715
74108,5.316115
74109,9.441795
74110,5.8291545
74111,10.920708
74112,6.9705186
74113,8.808153
74114,10.799849
74115,9.17684
74116,10.393757
74117,12.962078
74118,10.903475
74119,9.134808
74120,16.193008
74121,10.44358
74122,6.9602547
74123,11.998508
74124,5.215368
74125,7.4141736
74126,7.266346
74127,11.933634
74128,10.966896
74129,9.235385
74130,10.469732
74131,10.661444
74132,7.4560184
74133,10.729015
74134,11.720951
74135,4.4471655
74136,6.575929
74137,5.5343776
74138,16.360796
74139,10.969803
74140,14.430912
74141,9.531004
74142,11.006788
74143,15.140142
74144,14.603222
74145,11.163015
74146,8.023814
74147,10.322527
74148,5.8336377
74149,10.758881
74150,8.511545
74151,8.73073
74152,13.786812
74153,11.376989
74154,8.34068
74155,6.63662
74156,12.271925
74157,11.23513
74158,12.933622
74159,9.9444685
74160,13.055315
74161,10.678755
74162,9.518427
74163,10.107683
74164,10.09919
74165,10.541522
74166,9.021072
74167,10.961763
74168,10.641375
74169,12.321251
74170,10.420641
74171,12.788237
74172,11.510155
74173,8.461996
74174,11.493517
74175,9.662451
74176,10.140244
74177,10.950577
74178,11.924715
74179,13.001574
74180,6.007065
74181,8.9687605
74182,10.776203
74183,7.3022842
74184,11.447851
74185,12.111177
74186,10.335012
74187,9.769965
74188,12.941925
74189,5.9770994
74190,9.243527
74191,10.921659
74192,11.86104
74193,9.130802
74194,4.387527
74195,11.751307
74196,12.3713
74197,10.475102
74198,7.170689
74199,9.794504
74200,11.171394
74201,8.967701
74202,11.855047
74203,11.230118
