id,Age
74051,7.49271469069647
74052,7.616484400763395
74053,10.721812535440277
74054,9.583700930099319
74055,7.573709032931269
74056,12.543219044633263
74057,11.401398740477257
74058,8.056859217526974
74059,12.608813429916836
74060,10.25979234972091
74061,12.443077701998487
74062,10.343371772758491
74063,4.387312287665053
74064,12.771224800105522
74065,5.3946520671466915
74066,6.171099939886447
74067,11.295343449498636
74068,12.831361539711043
74069,10.732658349628432
74070,10.676407793100804
74071,16.234851334288802
74072,9.588690213906176
74073,8.731774053752364
74074,8.979607824744198
74075,12.003635760562446
74076,9.718434770725437
74077,12.70232660321194
74078,11.093712081855266
74079,8.97404210259048
74080,11.950229879915144
74081,10.94808720297052
74082,10.526784861729462
74083,10.617533607527205
74084,12.36706253915936
74085,11.53019178289951
74086,7.2685973351182165
74087,9.141293165229579
74088,11.98329166043184
74089,8.759617161779467
74090,10.426268967777247
74091,7.834458434081478
74092,9.685925919754117
74093,10.665747501292204
74094,10.200666501101473
74095,17.517440871610546
74096,12.158084488347493
74097,6.575519176417279
74098,6.2039015126175805
74099,13.759612655037959
74100,10.164848870600125
74101,11.403370658942634
74102,9.324204481993691
74103,11.605555668442461
74104,9.818345549524722
74105,8.859887301614686
74106,11.68899300561874
74107,9.672575799740054
74108,5.111435134363015
74109,9.707967604081949
74110,5.467376839396192
74111,10.940685683008379
74112,6.962914707050562
74113,8.44503655837332
74114,10.924504744929578
74115,9.514997267581226
74116,10.760326172276114
74117,13.54700682143706
74118,10.146529357830403
74119,9.282466846873096
74120,16.089156761986334
74121,10.158016702145595
74122,7.056412224317321
74123,12.382368423084957
74124,5.067053432335502
74125,7.387076681399621
74126,7.387076681399621
74127,11.250214766773441
74128,10.870122627494455
74129,9.250912258461545
74130,10.640083626544962
74131,10.78392155094166
74132,7.520451991808101
74133,10.387317089063606
74134,11.537199397715014
74135,4.6003702552236
74136,6.526324164916775
74137,5.427386104097647
74138,16.412987914053993
74139,10.904827238221364
74140,14.671165043442398
74141,9.633506019352547
74142,11.018088421858279
74143,14.899853072694112
74144,14.17650824915471
74145,11.162485443955262
74146,7.959783130276576
74147,10.389275133021723
74148,5.657734136702676
74149,10.755639454937999
74150,8.234277035403473
74151,8.886216374401284
74152,14.160437901645567
74153,10.934670374942458
74154,8.86004616932654
74155,6.629150157980035
74156,12.757838270781074
74157,10.860196439687408
74158,12.75887380733705
74159,10.723639208557984
74160,13.600517171117948
74161,10.215908819702909
74162,9.999292900747818
74163,10.241243839394965
74164,10.044323959989551
74165,10.491996253975804
74166,9.25775145954856
74167,11.255840270117405
74168,10.745775874735543
74169,11.613579531957182
74170,10.588942576638221
74171,12.726161921742584
74172,11.517304895595354
74173,7.387076681399621
74174,11.935749307971763
74175,9.695498595754191
74176,9.595494945537505
74177,11.448861092626998
74178,12.537961165795062
74179,13.352499412763056
74180,6.115457024123853
74181,8.623945751343363
74182,10.814150364890892
74183,7.387076681399621
74184,12.009967975759233
74185,12.732319313304147
74186,9.880260174647592
74187,9.696588639541051
74188,12.589048075872434
74189,5.93814768299694
74190,9.212614696202724
74191,10.77703094445621
74192,11.546290442175264
74193,9.019725319658637
74194,4.456498829399489
74195,12.553053427954481
74196,11.882111965838325
74197,10.503681577447404
74198,6.825527139390046
74199,10.19905022497675
74200,10.993738671334295
74201,8.855936645740051
74202,12.117084894741804
74203,11.027323560064644
74204,11.093826745714372
74205,10.11345411626176
74206,9.101392132919575
74207,9.117422118241373
74208,12.268576803122968
74209,16.159015777649238
74210,10.774731377721961
74211,7.520451991808101
74212,9.650841100711233
74213,10.87448252487705
74214,12.873163509846048
74215,8.769332724846862
74216,7.387076681399621
74217,15.936934269815701
74218,11.45246491783043
74219,8.211602055025066
74220,14.84756921985901
74221,7.961927115273226
74222,10.560049433225247
74223,9.764551534691076
74224,8.63215251341342
74225,10.68116454731316
74226,9.870105265997722
74227,11.263720672031475
74228,4.456498829399489
74229,11.713687450053895
74230,10.884910338501355
74231,7.856311655013345
74232,10.698035647562845
74233,6.465932032874666
74234,10.510975080088178
74235,11.71071314954715
74236,8.397541755999569
74237,9.472071728116445
74238,10.637735710412064
74239,6.433509998524869
74240,7.573709032931269
74241,7.876852296904734
74242,13.334714824602642
74243,10.714434845709691
74244,6.962914707050562
74245,10.456762231300129
74246,10.16327916711834
74247,8.717956326770825
74248,8.914674302356294
74249,15.435290841498556
74250,10.870021936407683
74251,14.332453080487747
74252,7.973928384155135
74253,11.123836796934164
74254,10.77703094445621
74255,10.735997942151203
74256,11.014887898190086
74257,12.273970362704842
74258,4.5062169019889025
74259,10.948049707155505
74260,8.832535318987604
74261,7.2685973351182165
74262,4.792715232604294
74263,11.555709423682714
74264,10.272951358001606
74265,11.928621228329506
74266,8.294532888396907
74267,10.941056446889911
74268,7.2685973351182165
74269,7.856311655013345
74270,8.95980197559134
74271,11.616367451615401
74272,16.08487285922025
74273,7.229414150289067
74274,12.431631024514084
74275,8.533940769431572
74276,7.953387742263748
74277,8.731774053752364
74278,13.904569158522355
74279,10.8255376735685
74280,10.594538381199941
74281,14.9220110255542
74282,12.107064295085426
74283,11.20283179494
74284,7.847749732966898
74285,7.319712764724725
74286,10.945022860282185
74287,10.980629172028527
74288,12.258722557120231
74289,7.989621873783272
74290,10.84261717045889
74291,11.777688152752527
74292,9.699715525249108
74293,7.690281513674385
74294,10.833913114449478
74295,13.545156703684981
74296,11.524609249610668
74297,11.028016200713967
74298,14.579251564248816
74299,10.990810400775466
74300,10.140769521142301
