id,Age
74051,7.2505445
74052,7.778714
74053,10.220696
74054,9.354737
74055,7.2979336
74056,12.210249
74057,11.084659
74058,8.217244
74059,12.568415
74060,9.924333
74061,12.829426
74062,10.001215
74063,4.1517606
74064,12.142118
74065,5.294051
74066,5.7714367
74067,11.1185665
74068,11.872595
74069,10.616473
74070,10.134067
74071,15.670251
74072,9.505195
74073,8.890377
74074,9.0185375
74075,12.215063
74076,9.335728
74077,12.519152
74078,11.205664
74079,9.029417
74080,11.285574
74081,10.805544
74082,10.582821
74083,10.151811
74084,12.261725
74085,10.895095
74086,6.861121
74087,9.201372
74088,10.789634
74089,8.979421
74090,9.58091
74091,8.039628
74092,9.485087
74093,10.209715
74094,9.687403
74095,16.589634
74096,11.663948
74097,6.2563133
74098,5.691945
74099,13.685066
74100,10.005299
74101,10.922176
74102,9.205811
74103,10.993939
74104,10.645459
74105,8.6044235
74106,11.688931
74107,9.388528
74108,5.168087
74109,9.048648
74110,5.6903086
74111,10.626698
74112,6.644598
74113,8.761796
74114,10.6399145
74115,9.049009
74116,10.392348
74117,12.770713
74118,10.753219
74119,8.911199
74120,16.164747
74121,10.088123
74122,6.7816553
74123,11.785785
74124,5.055753
74125,7.1474276
74126,7.001211
74127,11.577738
74128,10.647505
74129,9.040474
74130,10.241333
74131,10.487278
74132,7.282401
74133,10.458575
74134,11.19213
74135,4.3159857
74136,6.320751
74137,5.3629785
74138,15.972422
74139,10.6142025
74140,14.256599
74141,9.146815
74142,10.755957
74143,14.9135275
74144,14.092717
74145,10.926665
74146,7.8516655
74147,9.930683
74148,5.744376
74149,10.542144
74150,8.284044
74151,8.654066
74152,13.638921
74153,11.038879
74154,8.077464
74155,6.3204103
74156,12.103315
74157,10.969758
74158,12.68886
74159,9.638572
74160,12.7421465
74161,10.377115
74162,9.260978
74163,9.739112
74164,9.739312
74165,10.256019
74166,8.817844
74167,10.875464
74168,10.427789
74169,11.756039
74170,10.144619
74171,12.301763
74172,11.268412
74173,8.007372
74174,11.748237
74175,9.431318
74176,9.917778
74177,10.800919
74178,11.483572
74179,12.936802
74180,5.7479095
74181,8.714008
74182,10.609424
74183,7.1410046
74184,11.436695
74185,11.74445
74186,10.117833
74187,9.569818
74188,12.709608
74189,5.670986
74190,9.052838
74191,10.808741
74192,11.635586
74193,8.796125
74194,4.1750135
74195,11.4486885
74196,12.001288
74197,10.211799
74198,6.8419228
