id,Age
74051,7.5349765
74052,7.952091
74053,10.716768
74054,9.702173
74055,7.5140953
74056,12.417149
74057,11.441958
74058,8.403951
74059,12.9342785
74060,10.131378
74061,13.021701
74062,10.338516
74063,4.17241
74064,12.337554
74065,5.4743824
74066,6.1581445
74067,11.394834
74068,12.015466
74069,10.911818
74070,10.466694
74071,15.980213
74072,9.787996
74073,9.01145
74074,9.196289
74075,12.460267
74076,9.772214
74077,12.677498
74078,11.491575
74079,9.260965
74080,11.498262
74081,11.095866
74082,11.003687
74083,10.432302
74084,12.537585
74085,11.37218
74086,7.1453915
74087,9.536547
74088,11.007526
74089,9.159384
74090,9.774456
74091,8.168066
74092,9.781183
74093,10.5504675
74094,10.024836
74095,17.016096
74096,11.747956
74097,6.7882414
74098,6.0886297
74099,14.129153
74100,10.361552
74101,11.237793
74102,9.476343
74103,11.480666
74104,10.792257
74105,8.646711
74106,11.95896
74107,9.8164015
74108,5.343572
74109,9.306818
74110,5.938683
74111,10.982266
74112,6.812
74113,8.887724
74114,10.940183
74115,9.239255
74116,10.780396
74117,12.920754
74118,10.833776
74119,9.311901
74120,16.715694
74121,10.298131
74122,7.0196075
74123,11.958896
74124,5.236884
74125,7.304973
74126,7.1524196
74127,11.815969
74128,11.0028
74129,9.162662
74130,10.600832
74131,10.844914
74132,7.6061087
74133,10.610661
74134,11.515446
74135,4.4381495
74136,6.751491
74137,5.592147
74138,16.527817
74139,10.939228
74140,14.14855
74141,9.501213
74142,11.089369
74143,15.244782
74144,14.627568
74145,11.223447
74146,8.118307
74147,10.2929125
74148,6.022195
74149,10.864353
74150,8.620786
74151,8.757114
74152,13.609448
74153,11.483816
74154,8.686795
74155,6.73483
74156,12.368326
74157,11.226431
74158,12.834781
74159,9.978939
74160,12.93933
74161,10.853391
74162,9.532169
74163,10.087784
74164,10.188484
74165,10.586422
74166,9.090662
74167,11.1359
74168,10.747728
74169,12.064337
74170,10.47723
74171,12.776837
74172,11.4898405
74173,8.424352
74174,12.033032
74175,9.867279
74176,10.107523
74177,11.239814
74178,11.613247
74179,13.001561
74180,6.1232214
74181,8.839418
74182,10.747432
74183,7.3039837
74184,11.809904
74185,11.997412
74186,10.413199
74187,9.86993
74188,12.8988905
74189,6.0121646
74190,9.340857
74191,11.122453
74192,11.843147
74193,8.934447
74194,4.165598
74195,11.641919
74196,12.202471
74197,10.561599
74198,7.3369894
74199,9.8097925
74200,11.135018
74201,8.8167305
74202,11.664654
74203,11.46075
74204,10.540994
74205,10.142155
74206,9.5194
74207,8.97924
74208,12.357647
74209,16.081373
74210,10.502732
74211,7.4777436
74212,9.421255
74213,10.957409
74214,12.779867
74215,8.421095
74216,7.7243176
74217,15.832023
74218,11.2786875
74219,8.27038
74220,15.185159
74221,8.260278
74222,10.513525
74223,9.841293
74224,9.200732
74225,10.450853
74226,10.142481
74227,11.510587
74228,4.3185735
74229,12.343872
74230,10.642144
74231,7.8409777
74232,10.707285
74233,6.7437854
74234,10.72105
74235,12.159672
74236,8.2977085
74237,9.278344
74238,10.880322
74239,6.5977373
74240,7.78394
74241,7.724787
74242,12.91854
74243,10.626862
74244,7.180912
74245,10.771995
74246,10.157727
74247,8.753773
74248,9.126465
74249,14.67886
74250,10.302385
74251,14.198755
74252,8.227961
74253,11.52396
74254,11.070729
74255,10.772183
74256,11.142429
74257,12.460279
74258,4.3798356
74259,11.650053
74260,8.454687
74261,7.95294
74262,4.851621
74263,11.364783
74264,10.937204
74265,11.701377
74266,8.740198
74267,11.402361
74268,7.3444843
74269,7.6364446
74270,8.426899
74271,11.360682
74272,16.016563
74273,7.069704
74274,13.507692
74275,8.81793
74276,7.814728
74277,9.417814
74278,13.063972
74279,11.353475
74280,11.761981
74281,14.53628
74282,12.443341
74283,11.532049
74284,8.063222
74285,7.2692246
74286,11.017401
74287,10.884205
74288,12.02304
74289,7.9233103
74290,11.040535
74291,11.372219
74292,9.798916
74293,8.164108
74294,10.724164
74295,13.89988
74296,11.328546
74297,10.823794
74298,15.71573
74299,11.538067
74300,10.10424
74301,10.4657545
74302,10.082045
74303,9.70323
74304,11.964886
74305,9.375479
74306,8.545853
74307,8.221277
74308,11.516799
74309,10.103612
74310,17.555187
74311,8.635038
74312,13.437122
74313,11.786474
74314,10.794211
